date,team_a,team_b,goals_a,goals_b,match_weight,neutral,competition
2013-11-09,Morocco,Germany,3,3,0.4,False,qualifier
2013-11-10,Denmark,France,0,3,0.2,True,friendly
2013-11-12,England,Denmark,2,0,0.2,True,friendly
2013-11-14,Brazil,Croatia,2,1,0.4,False,qualifier
2013-11-14,USA,Belgium,3,1,0.4,False,qualifier
2013-11-21,France,Ghana,6,0,0.4,False,qualifier
2013-11-21,Uruguay,Germany,0,2,0.4,False,qualifier
2013-11-22,Ecuador,Croatia,1,3,0.4,False,qualifier
2013-11-23,Mexico,Morocco,1,0,0.2,True,friendly
2013-11-27,Serbia,England,3,1,0.4,False,qualifier
2013-12-01,Belgium,Germany,1,0,0.4,False,qualifier
2013-12-03,Poland,Switzerland,1,1,0.4,False,qualifier
2013-12-04,Italy,Netherlands,0,2,0.4,False,qualifier
2013-12-11,Portugal,Morocco,2,1,0.4,False,qualifier
2013-12-14,Uruguay,Japan,3,1,0.4,False,qualifier
2013-12-15,Colombia,France,1,4,0.2,True,friendly
2013-12-16,Uruguay,Croatia,1,1,0.2,True,friendly
2013-12-17,Poland,Switzerland,1,2,0.4,False,qualifier
2013-12-18,Uruguay,Mexico,1,0,0.7,True,continental
2013-12-20,Uruguay,France,2,0,0.4,False,qualifier
2013-12-23,Argentina,Ghana,5,3,0.2,True,friendly
2013-12-24,Germany,Japan,1,0,0.2,True,friendly
2013-12-26,Croatia,Morocco,2,0,0.4,False,qualifier
2014-01-01,Croatia,Senegal,0,1,0.4,False,qualifier
2014-01-02,Portugal,Brazil,3,1,0.4,False,qualifier
2014-01-06,Italy,Senegal,1,2,0.2,False,friendly
2014-01-07,Mexico,Germany,3,1,0.2,False,friendly
2014-01-08,USA,Brazil,2,1,0.7,False,continental
2014-01-11,Serbia,Spain,3,3,0.4,False,qualifier
2014-01-13,Italy,England,0,2,0.2,True,friendly
2014-01-20,Serbia,Belgium,2,2,0.7,True,continental
2014-01-20,Ghana,Colombia,1,0,0.2,False,friendly
2014-01-21,Brazil,Argentina,0,2,0.2,True,friendly
2014-01-24,Senegal,USA,2,2,0.4,False,qualifier
2014-01-24,Morocco,Switzerland,0,3,0.7,True,continental
2014-01-25,Switzerland,Argentina,0,1,0.4,False,qualifier
2014-01-25,Spain,Brazil,1,0,0.4,False,qualifier
2014-01-27,Portugal,Serbia,2,1,0.4,False,qualifier
2014-02-01,Morocco,Japan,2,2,0.2,False,friendly
2014-02-01,Ecuador,Poland,1,1,0.7,True,continental
2014-02-02,Uruguay,England,0,1,0.2,True,friendly
2014-02-02,Portugal,Japan,2,1,0.4,False,qualifier
2014-02-03,England,Switzerland,2,0,0.4,False,qualifier
2014-02-04,Mexico,Brazil,1,2,0.2,True,friendly
2014-02-07,Croatia,Poland,0,1,0.2,True,friendly
2014-02-08,Poland,Brazil,0,4,0.2,True,friendly
2014-02-14,France,Poland,0,0,0.2,True,friendly
2014-02-15,Uruguay,Senegal,3,0,0.2,False,friendly
2014-02-16,Serbia,Uruguay,2,3,0.4,False,qualifier
2014-02-17,Japan,Ghana,1,2,0.2,True,friendly
2014-02-17,England,Senegal,0,0,0.4,False,qualifier
2014-02-22,Japan,Croatia,0,1,0.2,True,friendly
2014-02-27,France,Netherlands,4,0,0.4,False,qualifier
2014-03-02,Serbia,Denmark,3,2,0.4,False,qualifier
2014-03-03,Brazil,Italy,3,1,0.7,True,continental
2014-03-05,Brazil,Germany,3,0,0.2,True,friendly
2014-03-07,Switzerland,Italy,1,1,0.7,True,continental
2014-03-09,USA,Morocco,1,1,0.4,False,qualifier
2014-03-11,Switzerland,Senegal,2,1,0.4,False,qualifier
2014-03-12,Morocco,USA,3,1,0.7,False,continental
2014-03-15,Italy,Poland,3,1,0.4,False,qualifier
2014-03-16,Switzerland,Uruguay,0,1,0.2,False,friendly
2014-03-16,USA,Italy,0,2,0.4,False,qualifier
2014-03-26,Italy,USA,3,0,0.2,False,friendly
2014-04-06,Italy,Ecuador,4,3,0.4,False,qualifier
2014-04-08,Spain,Portugal,3,4,0.4,False,qualifier
2014-04-09,Morocco,Portugal,1,1,0.7,False,continental
2014-04-10,Ghana,Netherlands,2,1,0.4,False,qualifier
2014-04-13,Denmark,Uruguay,2,3,0.2,True,friendly
2014-04-19,Italy,Croatia,1,0,0.2,True,friendly
2014-04-20,Serbia,Netherlands,1,3,0.7,False,continental
2014-04-21,Ghana,England,0,1,0.2,False,friendly
2014-04-24,Denmark,Poland,3,0,0.2,False,friendly
2014-04-27,Brazil,Senegal,1,2,0.4,False,qualifier
2014-05-05,Uruguay,Germany,4,4,0.2,True,friendly
2014-05-08,Ghana,Colombia,1,0,0.2,True,friendly
2014-05-12,Ghana,Ecuador,1,3,0.4,False,qualifier
2014-05-16,Switzerland,Netherlands,2,4,0.2,False,friendly
2014-05-18,Spain,Switzerland,1,3,0.2,False,friendly
2014-05-22,Poland,Croatia,4,3,0.2,False,friendly
2014-05-25,Colombia,Denmark,2,3,0.4,False,qualifier
2014-06-01,Brazil,Japan,4,1,0.4,False,qualifier
2014-06-01,Mexico,Brazil,0,2,0.9,True,world_cup
2014-06-01,Uruguay,Mexico,1,1,0.9,True,world_cup
2014-06-02,Mexico,Japan,3,0,0.9,True,world_cup
2014-06-02,Switzerland,Uruguay,1,2,0.9,True,world_cup
2014-06-02,Portugal,France,1,3,0.9,True,world_cup
2014-06-03,Japan,Poland,0,0,0.4,False,qualifier
2014-06-03,France,Portugal,4,0,0.9,True,world_cup
2014-06-03,Ecuador,Brazil,0,0,0.2,False,friendly
2014-06-03,Netherlands,USA,2,0,0.9,True,world_cup
2014-06-04,Portugal,USA,1,2,0.9,True,world_cup
2014-06-04,France,England,2,0,0.2,True,friendly
2014-06-04,Denmark,Uruguay,1,1,0.9,True,world_cup
2014-06-05,Brazil,Colombia,4,1,0.9,True,world_cup
2014-06-06,France,Mexico,4,1,0.9,True,world_cup
2014-06-06,Uruguay,France,0,1,0.9,True,world_cup
2014-06-07,England,France,2,0,0.9,True,world_cup
2014-06-07,Senegal,Switzerland,1,0,0.9,True,world_cup
2014-06-09,Netherlands,Italy,3,1,0.9,True,world_cup
2014-06-09,England,Senegal,0,0,0.9,True,world_cup
2014-06-09,England,Switzerland,1,0,0.9,True,world_cup
2014-06-10,Brazil,Serbia,5,0,0.9,True,world_cup
2014-06-10,Serbia,Denmark,0,1,0.9,True,world_cup
2014-06-11,Mexico,Italy,0,0,0.9,True,world_cup
2014-06-11,Brazil,Portugal,0,2,0.9,True,world_cup
2014-06-11,England,Denmark,3,0,0.4,False,qualifier
2014-06-11,Netherlands,France,0,2,0.9,True,world_cup
2014-06-11,Japan,Portugal,0,1,0.9,True,world_cup
2014-06-11,Japan,USA,3,2,0.9,True,world_cup
2014-06-12,Denmark,Senegal,0,1,0.9,True,world_cup
2014-06-12,Germany,Denmark,2,1,0.9,True,world_cup
2014-06-12,Brazil,Germany,2,0,0.9,True,world_cup
2014-06-12,Serbia,Senegal,0,1,0.9,True,world_cup
2014-06-13,France,Denmark,2,0,0.9,True,world_cup
2014-06-13,Denmark,France,1,3,0.9,True,world_cup
2014-06-13,Switzerland,USA,2,0,0.9,True,world_cup
2014-06-14,France,Denmark,2,3,0.9,True,world_cup
2014-06-14,Italy,Colombia,2,1,0.9,True,world_cup
2014-06-15,Portugal,USA,3,4,0.9,True,world_cup
2014-06-15,Germany,Brazil,0,5,0.9,True,world_cup
2014-06-15,Brazil,Germany,1,1,0.9,True,world_cup
2014-06-15,Denmark,Germany,1,2,0.9,True,world_cup
2014-06-16,Switzerland,Ecuador,4,2,0.4,False,qualifier
2014-06-16,Germany,Uruguay,1,2,0.9,True,world_cup
2014-06-16,Japan,France,1,5,0.9,True,world_cup
2014-06-17,France,Italy,2,0,0.9,True,world_cup
2014-06-17,USA,Senegal,0,1,0.9,True,world_cup
2014-06-18,Brazil,France,1,1,0.9,True,world_cup
2014-06-18,Brazil,Senegal,2,1,0.9,True,world_cup
2014-06-18,England,France,0,3,0.9,True,world_cup
2014-06-19,Brazil,Italy,1,2,0.9,True,world_cup
2014-06-20,Serbia,Germany,0,2,0.9,True,world_cup
2014-06-20,Croatia,Serbia,2,0,0.4,False,qualifier
2014-06-21,England,Serbia,3,4,0.9,True,world_cup
2014-06-21,Brazil,USA,2,0,0.9,True,world_cup
2014-06-21,Uruguay,USA,1,2,0.9,True,world_cup
2014-06-21,Brazil,Italy,2,1,0.9,True,world_cup
2014-06-21,Colombia,Portugal,0,1,0.9,True,world_cup
2014-06-21,Netherlands,Japan,2,1,0.9,True,world_cup
2014-06-22,Brazil,Switzerland,2,2,0.9,True,world_cup
2014-06-23,Italy,England,0,3,0.2,False,friendly
2014-06-23,Brazil,Portugal,1,2,0.9,True,world_cup
2014-06-23,Japan,France,2,4,0.9,True,world_cup
2014-06-23,Denmark,Italy,1,3,0.9,True,world_cup
2014-06-23,Serbia,USA,2,1,0.9,True,world_cup
2014-06-23,Senegal,Germany,3,1,0.9,True,world_cup
2014-06-24,Italy,USA,3,1,0.9,True,world_cup
2014-06-24,Denmark,Portugal,2,1,0.9,True,world_cup
2014-06-24,Mexico,France,0,1,0.9,True,world_cup
2014-06-24,Colombia,Switzerland,1,0,0.9,True,world_cup
2014-06-25,France,Mexico,2,0,0.9,True,world_cup
2014-06-27,Italy,Portugal,1,1,0.9,True,world_cup
2014-07-08,USA,Mexico,1,3,0.2,False,friendly
2014-07-08,USA,Mexico,0,2,0.7,True,continental
2014-07-20,France,Mexico,2,0,0.2,True,friendly
2014-07-21,Brazil,Croatia,4,0,0.7,False,continental
2014-07-22,Morocco,Germany,1,2,0.7,False,continental
2014-07-22,Serbia,Argentina,3,1,0.2,False,friendly
2014-07-24,England,Switzerland,4,0,0.2,False,friendly
2014-08-02,England,Colombia,1,0,0.4,False,qualifier
2014-08-04,Switzerland,Colombia,3,1,0.4,False,qualifier
2014-08-06,Spain,Brazil,0,2,0.4,False,qualifier
2014-08-08,Ecuador,Croatia,1,1,0.2,False,friendly
2014-08-09,Uruguay,Netherlands,0,1,0.4,False,qualifier
2014-08-10,Germany,Croatia,1,1,0.7,True,continental
2014-08-12,Switzerland,Serbia,3,0,0.2,True,friendly
2014-08-16,Senegal,USA,0,0,0.4,False,qualifier
2014-08-22,Poland,Morocco,2,1,0.4,False,qualifier
2014-08-24,Ghana,France,0,4,0.2,False,friendly
2014-09-03,Netherlands,Germany,2,3,0.4,False,qualifier
2014-09-16,Germany,Ecuador,3,0,0.7,False,continental
2014-09-19,Mexico,Spain,3,0,0.2,False,friendly
2014-09-25,Morocco,Ghana,2,4,0.2,False,friendly
2014-09-26,Mexico,Croatia,0,1,0.4,False,qualifier
2014-09-27,Switzerland,Japan,0,0,0.2,True,friendly
2014-10-02,USA,Germany,0,1,0.4,False,qualifier
2014-10-03,Portugal,USA,3,1,0.2,False,friendly
2014-10-05,Colombia,Ecuador,0,1,0.7,True,continental
2014-10-05,Ecuador,Italy,1,0,0.7,True,continental
2014-10-07,Argentina,Ecuador,0,1,0.7,True,continental
2014-10-11,Spain,Japan,1,0,0.4,False,qualifier
2014-10-20,Portugal,USA,2,0,0.2,False,friendly
2014-10-23,Senegal,Morocco,1,0,0.2,False,friendly
2014-10-23,Ghana,Senegal,4,0,0.4,False,qualifier
2014-10-23,Belgium,Serbia,1,0,0.7,True,continental
2014-10-23,Mexico,Portugal,7,1,0.4,False,qualifier
2014-11-02,Argentina,Ghana,2,0,0.4,False,qualifier
2014-11-04,England,Serbia,5,2,0.2,False,friendly
2014-11-07,Switzerland,England,0,1,0.7,True,continental
2014-11-08,Ghana,USA,0,3,0.4,False,qualifier
2014-11-09,Brazil,Netherlands,3,0,0.7,True,continental
2014-11-12,Poland,USA,0,0,0.7,False,continental
2014-11-12,Ghana,Switzerland,2,4,0.2,True,friendly
2014-11-13,Spain,Netherlands,3,0,0.4,False,qualifier
2014-11-17,Poland,Ecuador,3,1,0.2,False,friendly
2014-11-20,Netherlands,Croatia,1,1,0.4,False,qualifier
2014-11-20,Netherlands,Argentina,1,0,0.7,True,continental
2014-11-23,Portugal,Morocco,2,0,0.4,False,qualifier
2014-11-27,Denmark,Mexico,1,0,0.4,False,qualifier
2014-12-01,Italy,Switzerland,4,0,0.4,False,qualifier
2014-12-07,Japan,USA,1,0,0.2,True,friendly
2014-12-21,Poland,Mexico,1,1,0.2,True,friendly
2014-12-23,Colombia,Brazil,2,4,0.4,False,qualifier
2014-12-25,Japan,Germany,0,1,0.2,True,friendly
2014-12-26,Brazil,France,3,0,0.2,False,friendly
2014-12-27,Senegal,Switzerland,0,1,0.4,False,qualifier
2015-01-02,USA,Spain,0,4,0.7,False,continental
2015-01-03,Uruguay,Croatia,4,2,0.7,False,continental
2015-01-03,Senegal,Poland,2,0,0.2,False,friendly
2015-01-07,Switzerland,Mexico,0,0,0.2,True,friendly
2015-01-11,England,Ecuador,1,0,0.2,False,friendly
2015-01-11,Brazil,Switzerland,3,1,0.4,False,qualifier
2015-01-12,Belgium,Brazil,1,0,0.2,False,friendly
2015-01-14,Brazil,Senegal,3,1,0.2,True,friendly
2015-01-14,Japan,Serbia,1,1,0.2,False,friendly
2015-01-15,France,Italy,2,0,0.2,False,friendly
2015-01-16,Italy,Netherlands,1,2,0.4,False,qualifier
2015-01-18,Ecuador,Croatia,0,3,0.7,True,continental
2015-01-21,Switzerland,Serbia,2,0,0.2,False,friendly
2015-01-23,Netherlands,Poland,2,0,0.2,False,friendly
2015-01-23,Senegal,Morocco,1,3,0.4,False,qualifier
2015-02-02,Morocco,Argentina,0,1,0.4,False,qualifier
2015-02-06,Serbia,Germany,1,2,0.7,False,continental
2015-02-07,Spain,Ghana,1,1,0.4,False,qualifier
2015-02-08,Mexico,Colombia,1,3,0.2,True,friendly
2015-02-10,Colombia,Uruguay,1,3,0.2,True,friendly
2015-02-13,Denmark,Croatia,3,1,0.2,True,friendly
2015-02-13,Denmark,Japan,2,1,0.2,True,friendly
2015-02-23,Spain,Colombia,2,0,0.7,True,continental
2015-02-25,Croatia,Uruguay,1,1,0.2,True,friendly
2015-02-25,Ghana,Serbia,0,0,0.2,False,friendly
2015-02-27,Italy,England,1,2,0.7,True,continental
2015-02-27,Ecuador,Croatia,3,0,0.2,False,friendly
2015-03-11,France,Croatia,7,0,0.4,False,qualifier
2015-03-21,Germany,Portugal,1,2,0.4,False,qualifier
2015-03-26,Brazil,Colombia,1,1,0.7,True,continental
2015-04-06,Denmark,Argentina,1,5,0.4,False,qualifier
2015-04-06,Morocco,USA,1,2,0.4,False,qualifier
2015-04-09,Uruguay,Poland,5,0,0.4,False,qualifier
2015-04-16,Japan,Spain,3,2,0.7,False,continental
2015-04-19,Germany,Netherlands,1,4,0.4,False,qualifier
2015-04-20,Switzerland,Mexico,4,1,0.4,False,qualifier
2015-04-21,Spain,Brazil,1,1,0.7,False,continental
2015-04-21,England,USA,3,0,0.2,True,friendly
2015-04-22,Uruguay,Ecuador,1,1,0.2,False,friendly
2015-04-25,Colombia,Poland,4,0,0.2,False,friendly
2015-05-04,Italy,Morocco,0,0,0.2,True,friendly
2015-05-04,Switzerland,Mexico,1,0,0.4,False,qualifier
2015-05-05,Netherlands,England,4,1,0.4,False,qualifier
2015-05-06,Ecuador,Uruguay,0,3,0.2,False,friendly
2015-05-10,Netherlands,USA,5,2,0.2,False,friendly
2015-05-11,Brazil,France,0,1,0.2,False,friendly
2015-05-14,England,Poland,3,0,0.2,True,friendly
2015-05-17,Japan,France,0,3,0.7,True,continental
2015-05-17,Japan,Mexico,0,0,0.2,False,friendly
2015-05-20,Uruguay,Mexico,1,0,0.7,False,continental
2015-05-25,USA,France,0,3,0.7,True,continental
2015-05-26,Mexico,Belgium,0,2,0.4,False,qualifier
2015-06-02,Argentina,Ecuador,2,0,0.4,False,qualifier
2015-06-05,Belgium,Switzerland,1,0,0.7,True,continental
2015-06-07,Switzerland,Japan,1,0,0.2,False,friendly
2015-06-13,Japan,Germany,3,1,0.4,False,qualifier
2015-06-14,Ecuador,USA,1,2,0.2,True,friendly
2015-06-17,Denmark,Brazil,0,3,0.4,False,qualifier
2015-06-19,Mexico,Denmark,2,1,0.4,False,qualifier
2015-06-22,Argentina,Japan,1,1,0.4,False,qualifier
2015-06-23,Switzerland,Belgium,4,2,0.4,False,qualifier
2015-06-23,Poland,Senegal,1,2,0.2,False,friendly
2015-06-24,Croatia,Uruguay,3,5,0.4,False,qualifier
2015-06-25,England,Argentina,4,0,0.4,False,qualifier
2015-06-27,Colombia,Belgium,0,0,0.2,False,friendly
2015-07-02,Japan,Switzerland,1,0,0.4,False,qualifier
2015-07-10,Ecuador,Japan,5,1,0.4,False,qualifier
2015-07-14,Germany,Portugal,2,0,0.4,False,qualifier
2015-07-15,Portugal,Ecuador,1,0,0.7,True,continental
2015-07-18,Senegal,USA,1,2,0.4,False,qualifier
2015-07-20,Switzerland,Mexico,1,3,0.4,False,qualifier
2015-07-21,Uruguay,Ecuador,4,0,0.2,False,friendly
2015-07-22,Italy,Spain,2,1,0.7,False,continental
2015-07-27,Argentina,Brazil,1,2,0.7,True,continental
2015-08-02,Germany,Portugal,2,2,0.7,False,continental
2015-08-03,Senegal,Denmark,1,2,0.2,False,friendly
2015-08-04,Italy,Senegal,0,1,0.4,False,qualifier
2015-08-13,Italy,Brazil,2,2,0.2,False,friendly
2015-08-14,Germany,Japan,6,0,0.4,False,qualifier
2015-08-16,Ghana,Brazil,0,3,0.7,False,continental
2015-08-16,Japan,Senegal,0,2,0.2,False,friendly
2015-08-18,Uruguay,Denmark,2,2,0.2,True,friendly
2015-08-26,Portugal,Poland,1,1,0.4,False,qualifier
2015-09-03,Ecuador,Croatia,1,1,0.2,True,friendly
2015-09-05,Denmark,Morocco,4,0,0.2,True,friendly
2015-09-06,Italy,France,0,3,0.2,True,friendly
2015-09-09,Colombia,Mexico,2,1,0.4,False,qualifier
2015-09-10,Poland,England,0,2,0.7,True,continental
2015-09-11,England,Germany,3,0,0.4,False,qualifier
2015-09-13,Switzerland,Belgium,1,1,0.2,True,friendly
2015-09-15,Ecuador,Spain,0,1,0.7,False,continental
2015-09-16,Mexico,Spain,0,1,0.4,False,qualifier
2015-09-18,Germany,Netherlands,1,0,0.4,False,qualifier
2015-09-22,Portugal,Spain,5,5,0.2,False,friendly
2015-09-24,Morocco,USA,0,3,0.7,False,continental
2015-09-27,Mexico,England,1,0,0.4,False,qualifier
2015-09-27,Denmark,Belgium,0,1,0.2,True,friendly
2015-10-01,Italy,Spain,2,0,0.2,True,friendly
2015-10-02,Ecuador,Mexico,1,3,0.7,True,continental
2015-10-12,Poland,Spain,0,0,0.4,False,qualifier
2015-10-13,Senegal,Switzerland,3,2,0.2,False,friendly
2015-10-14,Spain,France,3,2,0.7,False,continental
2015-10-16,Mexico,Italy,1,1,0.2,True,friendly
2015-10-18,Netherlands,Italy,0,0,0.2,True,friendly
2015-10-19,Japan,Senegal,0,0,0.2,False,friendly
2015-11-03,Morocco,Ecuador,1,0,0.2,True,friendly
2015-11-05,Denmark,Serbia,1,3,0.4,False,qualifier
2015-11-16,Ecuador,Senegal,0,0,0.2,True,friendly
2015-11-17,Portugal,Italy,3,1,0.2,False,friendly
2015-11-23,Uruguay,France,2,2,0.4,False,qualifier
2015-12-01,Morocco,Croatia,0,1,0.4,False,qualifier
2015-12-08,Mexico,Denmark,4,0,0.4,False,qualifier
2015-12-09,Serbia,Denmark,1,1,0.2,False,friendly
2015-12-15,Morocco,Ghana,0,0,0.2,True,friendly
2015-12-15,Ecuador,Spain,1,1,0.4,False,qualifier
2015-12-17,Colombia,Germany,0,1,0.2,True,friendly
2015-12-20,Brazil,Mexico,1,0,0.2,True,friendly
2015-12-21,Italy,Brazil,3,3,0.2,False,friendly
2015-12-23,Japan,Switzerland,4,2,0.7,False,continental
2015-12-26,Netherlands,Poland,1,1,0.2,True,friendly
2016-01-07,Italy,England,2,3,0.4,False,qualifier
2016-01-09,Morocco,Senegal,1,1,0.2,False,friendly
2016-01-14,Netherlands,Switzerland,5,2,0.4,False,qualifier
2016-01-14,Belgium,Italy,3,1,0.2,False,friendly
2016-01-15,England,Ghana,1,1,0.7,False,continental
2016-01-15,USA,Switzerland,1,0,0.2,True,friendly
2016-01-22,Argentina,Germany,1,1,0.4,False,qualifier
2016-01-22,Portugal,Belgium,3,1,0.4,False,qualifier
2016-01-24,Poland,Denmark,1,2,0.4,False,qualifier
2016-02-01,Spain,Croatia,2,4,0.7,True,continental
2016-02-02,Spain,Belgium,1,1,0.4,False,qualifier
2016-02-04,Senegal,Japan,1,1,0.2,False,friendly
2016-02-04,Croatia,Netherlands,1,4,0.7,False,continental
2016-02-09,Italy,Brazil,1,0,0.4,False,qualifier
2016-02-11,Ghana,Germany,2,2,0.4,False,qualifier
2016-02-13,England,Uruguay,2,2,0.4,False,qualifier
2016-02-14,Denmark,Germany,1,1,0.2,False,friendly
2016-02-17,Switzerland,Croatia,2,0,0.4,False,qualifier
2016-02-20,Ecuador,France,0,1,0.7,False,continental
2016-02-22,Portugal,France,0,1,0.2,True,friendly
2016-02-25,Spain,Croatia,4,2,0.4,False,qualifier
2016-03-02,Poland,Mexico,2,2,0.4,False,qualifier
2016-03-06,Ecuador,Spain,2,3,0.7,True,continental
2016-03-07,Belgium,Portugal,1,1,0.2,True,friendly
2016-03-08,USA,France,1,1,0.7,True,continental
2016-03-09,Denmark,Ecuador,1,3,0.2,False,friendly
2016-03-09,Spain,Portugal,4,1,0.7,True,continental
2016-03-21,Germany,Italy,4,0,0.2,False,friendly
2016-03-23,Poland,Serbia,1,3,0.7,False,continental
2016-04-09,Colombia,USA,2,2,0.2,False,friendly
2016-04-11,Senegal,Belgium,3,1,0.4,False,qualifier
2016-04-12,Poland,Brazil,0,0,0.2,False,friendly
2016-04-14,France,Denmark,1,1,0.7,True,continental
2016-04-15,Mexico,Germany,1,1,0.4,False,qualifier
2016-04-17,Colombia,Switzerland,0,2,0.2,True,friendly
2016-04-18,Morocco,Brazil,0,3,0.2,False,friendly
2016-04-21,Spain,Switzerland,1,1,0.2,False,friendly
2016-04-26,Ecuador,Argentina,0,1,0.2,False,friendly
2016-04-27,Colombia,Portugal,2,2,0.2,False,friendly
2016-05-02,Mexico,Switzerland,1,3,0.4,False,qualifier
2016-05-03,England,Argentina,4,3,0.4,False,qualifier
2016-05-03,Japan,Senegal,1,1,0.4,False,qualifier
2016-05-09,Portugal,Uruguay,2,2,0.2,False,friendly
2016-05-13,Portugal,Argentina,2,1,0.7,True,continental
2016-05-14,Netherlands,Portugal,1,2,0.4,False,qualifier
2016-05-14,Italy,Netherlands,4,1,0.2,False,friendly
2016-05-16,Mexico,Germany,2,3,0.4,False,qualifier
2016-05-16,Serbia,England,0,1,0.4,False,qualifier
2016-05-16,Brazil,England,1,1,0.4,False,qualifier
2016-05-18,Switzerland,Portugal,2,0,0.2,False,friendly
2016-05-19,Uruguay,Netherlands,1,1,0.7,False,continental
2016-05-22,Poland,Switzerland,1,2,0.4,False,qualifier
2016-05-26,USA,Ecuador,1,1,0.2,False,friendly
2016-06-02,Serbia,Colombia,2,1,0.7,False,continental
2016-06-06,Ghana,USA,2,2,0.4,False,qualifier
2016-06-11,Serbia,Italy,1,2,0.4,False,qualifier
2016-06-13,Brazil,Netherlands,0,2,0.2,True,friendly
2016-06-14,Poland,Portugal,3,3,0.7,False,continental
2016-06-23,Portugal,USA,0,0,0.7,False,continental
2016-06-25,France,Belgium,1,0,0.4,False,qualifier
2016-06-26,Denmark,Spain,1,3,0.2,True,friendly
2016-07-03,Mexico,Uruguay,2,1,0.4,False,qualifier
2016-07-05,Argentina,Italy,2,3,0.7,True,continental
2016-07-05,Switzerland,Colombia,1,1,0.2,True,friendly
2016-07-07,Mexico,Senegal,1,1,0.2,True,friendly
2016-07-07,Senegal,Argentina,0,4,0.2,True,friendly
2016-07-10,Argentina,Poland,1,0,0.2,True,friendly
2016-07-14,Morocco,Poland,1,0,0.2,True,friendly
2016-07-19,Denmark,Uruguay,2,2,0.2,False,friendly
2016-07-24,Japan,Senegal,3,2,0.7,True,continental
2016-07-26,Belgium,Morocco,3,0,0.2,False,friendly
2016-07-27,Mexico,Portugal,2,1,0.7,True,continental
2016-08-02,Serbia,USA,1,2,0.2,True,friendly
2016-08-07,Morocco,USA,1,1,0.4,False,qualifier
2016-08-11,Serbia,Ghana,3,2,0.2,True,friendly
2016-08-11,Portugal,Brazil,2,2,0.7,True,continental
2016-08-12,Portugal,Poland,1,2,0.4,False,qualifier
2016-08-13,Senegal,Morocco,2,0,0.7,True,continental
2016-08-13,Mexico,Croatia,1,1,0.2,True,friendly
2016-08-13,Argentina,Netherlands,1,1,0.2,True,friendly
2016-08-19,Switzerland,Italy,0,2,0.4,False,qualifier
2016-08-25,France,Serbia,4,1,0.2,True,friendly
2016-08-27,Spain,Italy,1,1,0.7,True,continental
2016-09-03,Serbia,Netherlands,0,0,0.2,True,friendly
2016-09-05,Mexico,France,1,1,0.4,False,qualifier
2016-09-06,Morocco,Belgium,0,1,0.4,False,qualifier
2016-09-13,Serbia,France,0,2,0.2,False,friendly
2016-09-15,Ghana,England,2,4,0.2,True,friendly
2016-09-19,Portugal,Senegal,2,1,0.7,True,continental
2016-09-22,Portugal,Serbia,1,2,0.2,True,friendly
2016-09-23,Denmark,Mexico,1,3,0.2,False,friendly
2016-09-27,France,Italy,4,1,0.2,False,friendly
2016-10-10,Poland,Germany,3,2,0.4,False,qualifier
2016-10-14,Argentina,England,1,0,0.7,False,continental
2016-10-16,Switzerland,Poland,2,2,0.2,False,friendly
2016-10-16,Switzerland,Spain,0,0,0.2,False,friendly
2016-10-18,Japan,Switzerland,0,3,0.2,True,friendly
2016-10-24,Japan,Mexico,0,2,0.7,True,continental
2016-11-06,Poland,Ghana,2,0,0.4,False,qualifier
2016-11-09,Morocco,Mexico,1,2,0.2,True,friendly
2016-11-11,Japan,Croatia,3,1,0.4,False,qualifier
2016-11-16,Brazil,Italy,3,0,0.4,False,qualifier
2016-11-18,Argentina,Japan,4,0,0.2,False,friendly
2016-11-20,Germany,Spain,6,0,0.4,False,qualifier
2016-11-26,Netherlands,Denmark,2,2,0.2,False,friendly
2016-11-26,Senegal,England,2,2,0.4,False,qualifier
2016-11-26,Mexico,Switzerland,2,2,0.2,True,friendly
2016-12-03,Poland,Senegal,0,0,0.4,False,qualifier
2016-12-03,Ghana,USA,2,1,0.2,False,friendly
2016-12-03,Mexico,Morocco,1,0,0.4,False,qualifier
2016-12-05,Denmark,Ecuador,2,3,0.4,False,qualifier
2016-12-06,Belgium,Colombia,1,1,0.7,False,continental
2016-12-09,Japan,USA,1,1,0.2,False,friendly
2016-12-11,Serbia,France,1,1,0.7,True,continental
2016-12-14,USA,Croatia,0,2,0.4,False,qualifier
2016-12-15,USA,Netherlands,2,1,0.2,False,friendly
2016-12-21,Netherlands,England,0,3,0.2,False,friendly
2016-12-23,Ecuador,England,2,1,0.4,False,qualifier
2016-12-24,Uruguay,Japan,2,0,0.4,False,qualifier
2016-12-25,Japan,Ecuador,3,2,0.2,True,friendly
2017-01-03,Denmark,Japan,1,1,0.7,False,continental
2017-01-07,Colombia,Italy,2,0,0.7,True,continental
2017-01-09,Spain,Poland,3,1,0.4,False,qualifier
2017-01-12,Senegal,Japan,0,0,0.7,True,continental
2017-01-14,Japan,Morocco,3,2,0.7,True,continental
2017-01-17,Spain,Portugal,2,0,0.2,False,friendly
2017-01-20,Serbia,Morocco,1,1,0.4,False,qualifier
2017-02-01,France,Serbia,2,2,0.2,False,friendly
2017-02-05,Portugal,Spain,1,1,0.7,True,continental
2017-02-07,England,Poland,2,0,0.7,True,continental
2017-02-10,Switzerland,Mexico,3,2,0.7,False,continental
